"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97"
"226917s",0.978,0.936,0.924,0.994,0.984,0.932,0.932,0.898,0.938,0,0.391,0.412,0.571,0.571,0.591,0.89,0.883,0.891,0.615,0.599,0.62,0,0.469,0.496,0.43,0.385,0.296,0.645,0.8,0.669,0.384,0.391,0.371,0,0.454,0.472,0.353,0.71,0.769,0.366,0.345,0.488,0.718,0.723,0.514,0,0.347,0.994,0.104,0.357,0.069,0.246,0.36,0.526,0.17,0.005,0.136,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.046,0.002,0.001,0.005,0.057,0.003,0.004,0,0.395,0.345,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.531,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.349,0.818
"227935s",0.98,0.936,0.924,0.995,0.985,0.933,0.932,0.898,0.938,0,0.391,0.412,0.571,0.57,0.59,0.891,0.883,0.891,0.613,0.597,0.618,0,0.47,0.497,0.428,0.383,0.295,0.643,0.8,0.669,0.382,0.389,0.369,0,0.455,0.472,0.356,0.712,0.77,0.368,0.347,0.49,0.719,0.724,0.522,0,0.347,0.994,0.107,0.358,0.069,0.247,0.361,0.527,0.169,0.005,0.135,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.046,0.003,0.002,0.005,0.057,0.003,0.004,0,0.396,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.532,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.351,0.818
"228953s",0.98,0.936,0.923,0.995,0.986,0.933,0.931,0.897,0.937,0,0.391,0.412,0.567,0.568,0.588,0.892,0.884,0.892,0.611,0.596,0.617,0,0.471,0.498,0.427,0.383,0.293,0.641,0.801,0.669,0.38,0.39,0.369,0,0.456,0.472,0.36,0.714,0.772,0.369,0.348,0.492,0.72,0.726,0.528,0,0.346,0.997,0.111,0.358,0.069,0.248,0.363,0.531,0.17,0.005,0.133,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.047,0.002,0.001,0.005,0.058,0.003,0.004,0,0.397,0.347,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.533,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.351,0.817
"229971s",0.982,0.936,0.925,0.997,0.987,0.934,0.933,0.899,0.939,0,0.392,0.413,0.556,0.565,0.586,0.893,0.885,0.893,0.609,0.594,0.615,0,0.471,0.498,0.425,0.379,0.291,0.639,0.803,0.668,0.378,0.387,0.367,0,0.456,0.473,0.36,0.713,0.772,0.371,0.35,0.495,0.72,0.727,0.533,0,0.346,0.997,0.113,0.358,0.069,0.25,0.365,0.533,0.17,0.005,0.131,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.047,0.003,0.001,0.005,0.058,0.003,0.004,0,0.397,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.533,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.352,0.817
"230989s",0.984,0.938,0.925,0.998,0.988,0.936,0.933,0.898,0.939,0,0.393,0.413,0.56,0.565,0.584,0.893,0.885,0.894,0.606,0.591,0.613,0,0.471,0.5,0.424,0.377,0.289,0.639,0.804,0.665,0.375,0.386,0.368,0,0.457,0.474,0.362,0.715,0.772,0.373,0.351,0.495,0.721,0.726,0.536,0,0.346,0.997,0.112,0.358,0.069,0.251,0.367,0.537,0.171,0.005,0.127,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.048,0.003,0.002,0.005,0.059,0.003,0.004,0,0.397,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.534,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.004,0.00800000000000001,0.003,0,0.354,0.817
"232007s",0.985,0.938,0.926,1,0.99,0.936,0.934,0.899,0.939,0,0.393,0.414,0.564,0.57,0.584,0.895,0.887,0.895,0.604,0.591,0.612,0,0.472,0.5,0.423,0.379,0.291,0.643,0.807,0.667,0.374,0.383,0.364,0,0.458,0.475,0.371,0.721,0.773,0.375,0.353,0.499,0.721,0.728,0.545,0,0.345,0.997,0.113,0.361,0.069,0.252,0.369,0.537,0.171,0.005,0.124,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.048,0.002,0.001,0.005,0.059,0.003,0.004,0,0.397,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.535,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.353,0.817
"233025s",0.985,0.939,0.926,1,0.991,0.937,0.934,0.899,0.939,0,0.393,0.414,0.562,0.569,0.582,0.895,0.887,0.897,0.602,0.589,0.61,0,0.473,0.501,0.42,0.378,0.292,0.647,0.81,0.666,0.371,0.382,0.361,0,0.459,0.475,0.374,0.725,0.773,0.377,0.356,0.501,0.721,0.728,0.551,0,0.346,0.997,0.115,0.365,0.069,0.253,0.371,0.54,0.171,0.005,0.12,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.049,0.003,0.002,0.005,0.059,0.003,0.004,0,0.398,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.536,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.004,0.00700000000000001,0.002,0,0.354,0.817
"234043s",0.986,0.939,0.926,1.001,0.992,0.938,0.934,0.9,0.94,0,0.394,0.414,0.554,0.563,0.58,0.895,0.887,0.897,0.6,0.588,0.608,0,0.473,0.501,0.417,0.375,0.29,0.648,0.808,0.665,0.369,0.382,0.36,0,0.459,0.475,0.376,0.725,0.774,0.378,0.358,0.503,0.722,0.729,0.554,0,0.345,0.996,0.116,0.365,0.069,0.255,0.373,0.544,0.172,0.005,0.116,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.049,0.003,0.002,0.005,0.059,0.003,0.004,0,0.398,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.537,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.356,0.816
"235061s",0.989,0.94,0.927,1.003,0.993,0.94,0.934,0.9,0.94,0,0.394,0.415,0.558,0.567,0.58,0.896,0.887,0.898,0.598,0.586,0.606,0,0.474,0.502,0.417,0.375,0.29,0.651,0.809,0.669,0.366,0.377,0.355,0,0.46,0.477,0.384,0.729,0.774,0.38,0.359,0.505,0.721,0.729,0.558,0,0.346,0.996,0.119,0.365,0.069,0.256,0.375,0.544,0.172,0.005,0.112,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.05,0.003,0.002,0.005,0.059,0.003,0.004,0,0.398,0.346,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.537,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.357,0.816
"236079s",0.987,0.939,0.926,1.002,0.993,0.94,0.933,0.898,0.939,0,0.394,0.414,0.552,0.562,0.577,0.896,0.887,0.898,0.595,0.583,0.604,0,0.474,0.503,0.413,0.372,0.287,0.653,0.81,0.671,0.365,0.379,0.356,0,0.461,0.478,0.383,0.728,0.774,0.38,0.36,0.506,0.723,0.729,0.561,0,0.345,0.995,0.12,0.363,0.07,0.257,0.376,0.548,0.172,0.005,0.108,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.05,0.003,0.002,0.005,0.06,0.003,0.004,0,0.398,0.347,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.538,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.358,0.815
"237097s",0.99,0.941,0.927,1.004,0.995,0.941,0.934,0.9,0.94,0,0.395,0.416,0.556,0.565,0.577,0.897,0.889,0.899,0.593,0.583,0.602,0,0.475,0.503,0.412,0.372,0.287,0.656,0.812,0.675,0.366,0.376,0.355,0,0.461,0.478,0.391,0.732,0.775,0.381,0.361,0.509,0.723,0.731,0.566,0,0.345,0.995,0.12,0.367,0.07,0.258,0.378,0.55,0.173,0.005,0.104,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.05,0.003,0.001,0.005,0.06,0.003,0.004,0,0.399,0.347,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.539,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.359,0.816
"238115s",0.988,0.94,0.926,1.005,0.995,0.942,0.933,0.898,0.939,0,0.395,0.416,0.554,0.565,0.575,0.898,0.89,0.9,0.591,0.581,0.6,0,0.476,0.504,0.411,0.372,0.287,0.657,0.813,0.679,0.364,0.375,0.354,0,0.461,0.479,0.396,0.734,0.777,0.384,0.363,0.512,0.724,0.732,0.568,0,0.344,0.995,0.12,0.366,0.071,0.259,0.379,0.553,0.174,0.005,0.102,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.051,0.003,0.001,0.005,0.06,0.003,0.004,0,0.399,0.347,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.54,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.358,0.814
"239133s",0.993,0.941,0.928,1.006,0.996,0.943,0.934,0.9,0.941,0,0.396,0.417,0.55,0.563,0.574,0.899,0.89,0.901,0.588,0.579,0.598,0,0.476,0.504,0.409,0.371,0.287,0.658,0.814,0.683,0.361,0.373,0.352,0,0.462,0.48,0.402,0.738,0.777,0.386,0.366,0.515,0.725,0.733,0.57,0,0.345,0.994,0.121,0.367,0.072,0.26,0.381,0.556,0.174,0.005,0.099,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.051,0.003,0.001,0.005,0.061,0.003,0.004,0,0.4,0.348,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.541,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.359,0.816
"240151s",0.99,0.94,0.927,1.006,0.997,0.943,0.934,0.9,0.94,0,0.396,0.417,0.549,0.562,0.572,0.899,0.89,0.901,0.586,0.577,0.596,0,0.477,0.504,0.407,0.372,0.287,0.659,0.814,0.686,0.362,0.373,0.352,0,0.463,0.481,0.407,0.739,0.778,0.387,0.368,0.517,0.726,0.733,0.574,0,0.345,0.994,0.122,0.368,0.072,0.262,0.383,0.56,0.174,0.005,0.097,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.052,0.003,0.002,0.005,0.061,0.003,0.004,0,0.398,0.348,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.541,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.005,0.00800000000000001,0.003,0,0.36,0.815
"241169s",0.992,0.941,0.928,1.006,0.998,0.944,0.935,0.9,0.941,0,0.397,0.418,0.548,0.56,0.571,0.899,0.89,0.902,0.584,0.576,0.593,0,0.477,0.505,0.406,0.371,0.287,0.659,0.815,0.687,0.36,0.371,0.35,0,0.463,0.481,0.411,0.741,0.779,0.388,0.37,0.52,0.727,0.734,0.577,0,0.345,0.994,0.121,0.368,0.073,0.263,0.385,0.563,0.175,0.005,0.095,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.053,0.003,0.002,0.005,0.062,0.003,0.004,0,0.398,0.349,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.542,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.004,0.00700000000000001,0.002,0,0.361,0.815
"242187s",0.996,0.941,0.928,1.007,0.999,0.945,0.935,0.899,0.94,0,0.398,0.419,0.542,0.555,0.568,0.899,0.89,0.903,0.581,0.573,0.591,0,0.478,0.505,0.402,0.37,0.283,0.656,0.813,0.686,0.358,0.372,0.351,0,0.464,0.482,0.412,0.739,0.779,0.388,0.37,0.52,0.729,0.734,0.578,0,0.345,0.993,0.124,0.368,0.073,0.264,0.386,0.566,0.176,0.005,0.094,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.053,0.003,0.001,0.005,0.062,0.003,0.004,0,0.399,0.349,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.543,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.005,0.00700000000000001,0.002,0,0.362,0.815
"243205s",0.997,0.943,0.929,1.008,1,0.947,0.935,0.901,0.942,0,0.399,0.421,0.543,0.556,0.566,0.899,0.89,0.903,0.578,0.571,0.588,0,0.478,0.506,0.402,0.369,0.282,0.657,0.816,0.687,0.357,0.369,0.35,0,0.465,0.483,0.416,0.741,0.778,0.388,0.371,0.524,0.729,0.735,0.581,0,0.345,0.993,0.126,0.368,0.074,0.265,0.387,0.567,0.177,0.005,0.092,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.054,0.003,0.002,0.005,0.063,0.003,0.004,0,0.401,0.349,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.544,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.005,0.00700000000000001,0.002,0,0.363,0.815
"244223s",0.996,0.943,0.929,1.009,1.001,0.947,0.936,0.901,0.942,0,0.4,0.422,0.54,0.555,0.566,0.899,0.89,0.904,0.576,0.57,0.587,0,0.478,0.506,0.399,0.368,0.281,0.66,0.82,0.689,0.357,0.367,0.35,0,0.466,0.483,0.42,0.741,0.779,0.392,0.374,0.528,0.731,0.735,0.586,0,0.346,0.992,0.129,0.371,0.075,0.267,0.39,0.572,0.178,0.005,0.091,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.054,0.003,0.002,0.005,0.063,0.003,0.004,0,0.401,0.351,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.544,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00600000000000001,0.00800000000000001,0.003,0,0.363,0.815
"245240s",0.995,0.943,0.929,1.009,1.002,0.947,0.936,0.901,0.942,0,0.399,0.422,0.545,0.559,0.565,0.901,0.893,0.906,0.575,0.569,0.585,0,0.479,0.507,0.398,0.366,0.282,0.663,0.824,0.691,0.354,0.362,0.344,0,0.466,0.484,0.423,0.745,0.779,0.395,0.377,0.531,0.727,0.735,0.588,0,0.347,0.992,0.131,0.378,0.075,0.268,0.392,0.573,0.179,0.005,0.091,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.054,0.003,0.001,0.005,0.063,0.003,0.004,0,0.4,0.353,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.544,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00600000000000001,0.00800000000000001,0.003,0,0.364,0.814
"246258s",0.996,0.943,0.93,1.01,1.003,0.947,0.937,0.902,0.942,0,0.4,0.423,0.542,0.559,0.565,0.901,0.893,0.907,0.573,0.567,0.582,0,0.479,0.507,0.398,0.368,0.284,0.664,0.823,0.692,0.352,0.363,0.34,0,0.467,0.485,0.43,0.749,0.78,0.397,0.38,0.533,0.726,0.736,0.59,0,0.347,0.992,0.134,0.383,0.076,0.269,0.393,0.576,0.177,0.005,0.09,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.055,0.003,0.002,0.005,0.062,0.003,0.004,0,0.4,0.353,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.545,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00600000000000001,0.00800000000000001,0.003,0,0.365,0.814
"247276s",0.997,0.943,0.93,1.01,1.004,0.949,0.937,0.901,0.942,0,0.401,0.424,0.535,0.551,0.561,0.901,0.892,0.907,0.571,0.564,0.578,0,0.48,0.507,0.395,0.367,0.282,0.662,0.82,0.69,0.348,0.363,0.338,0,0.467,0.485,0.432,0.748,0.78,0.398,0.381,0.535,0.727,0.736,0.59,0,0.347,0.991,0.136,0.381,0.076,0.27,0.395,0.579,0.177,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.056,0.003,0.001,0.005,0.062,0.003,0.004,0,0.4,0.354,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.545,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00600000000000001,0.00800000000000001,0.003,0,0.366,0.814
"248294s",1,0.944,0.93,1.011,1.004,0.95,0.937,0.901,0.942,0,0.402,0.425,0.533,0.55,0.56,0.9,0.892,0.907,0.569,0.563,0.576,0,0.48,0.507,0.392,0.367,0.281,0.662,0.821,0.689,0.345,0.362,0.339,0,0.468,0.486,0.436,0.748,0.78,0.397,0.379,0.536,0.729,0.736,0.593,0,0.348,0.991,0.138,0.38,0.076,0.271,0.396,0.581,0.177,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.056,0.003,0.001,0.005,0.063,0.003,0.004,0,0.399,0.354,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.545,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00700000000000001,0.00800000000000001,0.003,0,0.367,0.814
"249312s",0.999,0.945,0.931,1.012,1.006,0.951,0.937,0.902,0.943,0,0.403,0.426,0.537,0.552,0.559,0.901,0.893,0.909,0.567,0.561,0.574,0,0.48,0.508,0.392,0.368,0.281,0.664,0.823,0.69,0.343,0.359,0.336,0,0.469,0.487,0.445,0.751,0.78,0.399,0.38,0.539,0.728,0.737,0.595,0,0.348,0.99,0.141,0.38,0.076,0.272,0.399,0.582,0.177,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.057,0.003,0.001,0.005,0.063,0.003,0.004,0,0.4,0.355,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.546,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00700000000000001,0.00800000000000001,0.003,0,0.367,0.815
"250330s",0.998,0.944,0.931,1.011,1.007,0.951,0.937,0.902,0.943,0,0.404,0.427,0.529,0.547,0.558,0.9,0.892,0.909,0.565,0.559,0.572,0,0.481,0.508,0.39,0.366,0.28,0.666,0.824,0.693,0.344,0.361,0.337,0,0.469,0.488,0.446,0.75,0.781,0.4,0.379,0.54,0.73,0.737,0.596,0,0.349,0.99,0.144,0.379,0.076,0.273,0.401,0.586,0.178,0.005,0.088,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.057,0.003,0.002,0.00600000000000001,0.063,0.003,0.004,0,0.4,0.356,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.546,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00700000000000001,0.00800000000000001,0.003,0,0.368,0.814
"251348s",0.999,0.945,0.932,1.012,1.007,0.951,0.937,0.902,0.943,0,0.405,0.428,0.532,0.548,0.556,0.9,0.893,0.909,0.562,0.557,0.569,0,0.481,0.509,0.389,0.365,0.278,0.667,0.823,0.695,0.346,0.359,0.337,0,0.47,0.488,0.45,0.751,0.78,0.4,0.378,0.541,0.73,0.737,0.598,0,0.349,0.99,0.147,0.379,0.076,0.274,0.402,0.587,0.178,0.005,0.088,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.058,0.003,0.002,0.005,0.063,0.003,0.004,0,0.4,0.357,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.546,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.00600000000000001,0.00700000000000001,0.002,0,0.368,0.814
"252366s",0.999,0.945,0.931,1.012,1.008,0.952,0.937,0.901,0.942,0,0.405,0.429,0.531,0.548,0.554,0.9,0.893,0.91,0.56,0.555,0.566,0,0.481,0.509,0.389,0.364,0.277,0.667,0.824,0.699,0.346,0.357,0.334,0,0.471,0.489,0.452,0.751,0.778,0.401,0.378,0.543,0.727,0.735,0.598,0,0.349,0.989,0.15,0.379,0.075,0.275,0.405,0.588,0.178,0.005,0.088,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.059,0.003,0.002,0.005,0.063,0.003,0.004,0,0.4,0.358,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.547,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.00600000000000001,0.00700000000000001,0.002,0,0.369,0.815
"253384s",1.001,0.946,0.932,1.015,1.011,0.955,0.938,0.903,0.944,0,0.407,0.431,0.531,0.549,0.555,0.901,0.894,0.912,0.56,0.554,0.565,0,0.482,0.509,0.388,0.365,0.276,0.669,0.826,0.704,0.346,0.355,0.331,0,0.471,0.49,0.461,0.754,0.78,0.404,0.381,0.548,0.727,0.737,0.6,0,0.35,0.989,0.153,0.384,0.076,0.276,0.406,0.591,0.178,0.005,0.088,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.06,0.003,0.001,0.005,0.063,0.003,0.004,0,0.4,0.36,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.547,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00800000000000001,0.00800000000000001,0.003,0,0.37,0.815
"254402s",1.002,0.945,0.93,1.017,1.013,0.958,0.935,0.9,0.941,0,0.407,0.431,0.54,0.552,0.552,0.902,0.896,0.912,0.555,0.549,0.558,0,0.482,0.508,0.391,0.362,0.277,0.672,0.827,0.702,0.338,0.351,0.324,0,0.471,0.49,0.46,0.76,0.777,0.406,0.38,0.547,0.721,0.732,0.592,0,0.35,0.988,0.157,0.384,0.077,0.276,0.406,0.586,0.178,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.061,0.002,0.002,0.005,0.063,0.003,0.004,0,0.399,0.361,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.548,0.002,0.00600000000000001,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.00700000000000001,0.00700000000000001,0.002,0,0.371,0.815
"255420s",1.002,0.945,0.93,1.016,1.012,0.957,0.935,0.9,0.942,0,0.407,0.432,0.539,0.556,0.552,0.906,0.9,0.915,0.554,0.548,0.557,0,0.482,0.51,0.389,0.362,0.28,0.676,0.832,0.705,0.336,0.349,0.321,0,0.472,0.491,0.468,0.764,0.777,0.41,0.383,0.552,0.724,0.734,0.593,0,0.35,0.988,0.158,0.386,0.077,0.277,0.408,0.59,0.178,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.062,0.003,0.002,0.005,0.063,0.003,0.004,0,0.399,0.362,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.549,0.002,0.00600000000000001,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.00700000000000001,0.00700000000000001,0.002,0,0.37,0.816
"256438s",1.003,0.946,0.931,1.017,1.014,0.958,0.937,0.902,0.943,0,0.409,0.434,0.533,0.549,0.551,0.905,0.9,0.915,0.553,0.547,0.556,0,0.483,0.51,0.384,0.362,0.278,0.673,0.83,0.708,0.338,0.35,0.321,0,0.473,0.492,0.471,0.763,0.777,0.411,0.383,0.554,0.726,0.735,0.598,0,0.352,0.987,0.161,0.39,0.078,0.279,0.409,0.596,0.178,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.063,0.002,0.001,0.005,0.064,0.003,0.004,0,0.402,0.365,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.549,0.002,0.00700000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00800000000000001,0.00800000000000001,0.003,0,0.371,0.816
"257456s",1.004,0.948,0.933,1.019,1.016,0.961,0.939,0.903,0.945,0,0.41,0.435,0.531,0.545,0.549,0.905,0.9,0.916,0.551,0.545,0.554,0,0.483,0.51,0.38,0.361,0.278,0.67,0.83,0.708,0.338,0.35,0.32,0,0.474,0.493,0.475,0.762,0.776,0.414,0.384,0.556,0.725,0.735,0.6,0,0.352,0.987,0.163,0.394,0.078,0.28,0.411,0.598,0.178,0.005,0.089,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.064,0.003,0.002,0.005,0.063,0.003,0.004,0,0.402,0.365,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.005,0.003,0,0.548,0.002,0.00600000000000001,0.005,0.00800000000000001,0.001,0.002,0.00900000000000001,0.00900000000000001,0.00800000000000001,0.003,0,0.373,0.817
"258474s",1,0.944,0.928,1.019,1.017,0.963,0.933,0.898,0.94,0,0.41,0.435,0.538,0.548,0.544,0.906,0.902,0.914,0.546,0.539,0.547,0,0.482,0.508,0.381,0.355,0.277,0.673,0.829,0.702,0.33,0.345,0.317,0,0.474,0.493,0.467,0.763,0.771,0.414,0.381,0.554,0.719,0.728,0.593,0,0.353,0.986,0.165,0.394,0.079,0.28,0.411,0.591,0.178,0.005,0.09,0,0.005,0.00700000000000001,0.00700000000000001,0.01,0.066,0.002,0.002,0.005,0.064,0.003,0.004,0,0.4,0.367,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.549,0.002,0.00600000000000001,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.00800000000000001,0.00700000000000001,0.002,0,0.374,0.817
"259492s",1.007,0.945,0.929,1.021,1.018,0.965,0.935,0.9,0.942,0,0.41,0.436,0.533,0.548,0.546,0.91,0.905,0.918,0.546,0.54,0.548,0,0.483,0.51,0.381,0.356,0.277,0.674,0.833,0.703,0.329,0.344,0.317,0,0.476,0.494,0.477,0.766,0.773,0.421,0.385,0.558,0.72,0.732,0.593,0,0.353,0.985,0.164,0.395,0.08,0.281,0.412,0.596,0.177,0.005,0.09,0,0.005,0.00700000000000001,0.00700000000000001,0.011,0.067,0.003,0.002,0.005,0.064,0.003,0.004,0,0.398,0.366,0.00600000000000001,0.01,0.00800000000000001,0.002,0.003,0.002,0.004,0.004,0.003,0,0.549,0.002,0.005,0.004,0.00700000000000001,0,0.001,0.00800000000000001,0.00800000000000001,0.00700000000000001,0.002,0,0.375,0.818
